gem_name,gem_type,vaal_gem,type_origin,type_target
Vaal Cleave,skill,yes,Divergent,Anomalous
Vaal Cleave,skill,yes,Divergent,Phantasmal
Vaal Cleave,skill,yes,Phantasmal,Superior
Vaal Cleave,skill,yes,Phantasmal,Anomalous
Vaal Cleave,skill,yes,Phantasmal,Divergent
Vaal Cold Snap,skill,yes,Superior,Anomalous
Vaal Cold Snap,skill,yes,Superior,Divergent
Vaal Cold Snap,skill,yes,Anomalous,Superior
Vaal Cold Snap,skill,yes,Anomalous,Divergent
Vaal Cold Snap,skill,yes,Divergent,Superior
Vaal Cold Snap,skill,yes,Divergent,Anomalous
Vaal Cyclone,skill,yes,Superior,Anomalous
Vaal Cyclone,skill,yes,Superior,Divergent
Vaal Cyclone,skill,yes,Superior,Phantasmal
Vaal Cyclone,skill,yes,Anomalous,Superior
Vaal Cyclone,skill,yes,Anomalous,Divergent
Vaal Cyclone,skill,yes,Anomalous,Phantasmal
Vaal Cyclone,skill,yes,Divergent,Superior
Vaal Cyclone,skill,yes,Divergent,Anomalous
Vaal Cyclone,skill,yes,Divergent,Phantasmal
Vaal Cyclone,skill,yes,Phantasmal,Superior
Vaal Cyclone,skill,yes,Phantasmal,Anomalous
Vaal Cyclone,skill,yes,Phantasmal,Divergent
Vaal Detonate Dead,skill,yes,Superior,Anomalous
Vaal Detonate Dead,skill,yes,Superior,Divergent
Vaal Detonate Dead,skill,yes,Anomalous,Superior
Vaal Detonate Dead,skill,yes,Anomalous,Divergent
Vaal Detonate Dead,skill,yes,Divergent,Superior
Vaal Detonate Dead,skill,yes,Divergent,Anomalous
Vaal Discipline,skill,yes,Superior,Anomalous
Vaal Discipline,skill,yes,Superior,Divergent
Vaal Discipline,skill,yes,Anomalous,Superior
Vaal Discipline,skill,yes,Anomalous,Divergent
Vaal Discipline,skill,yes,Divergent,Superior
Vaal Discipline,skill,yes,Divergent,Anomalous
Vaal Domination,skill,yes,Superior,Anomalous
Vaal Domination,skill,yes,Superior,Divergent
Vaal Domination,skill,yes,Superior,Phantasmal
Vaal Domination,skill,yes,Anomalous,Superior
Vaal Domination,skill,yes,Anomalous,Divergent
Vaal Domination,skill,yes,Anomalous,Phantasmal
Vaal Domination,skill,yes,Divergent,Superior
Vaal Domination,skill,yes,Divergent,Anomalous
Vaal Domination,skill,yes,Divergent,Phantasmal
Vaal Domination,skill,yes,Phantasmal,Superior
Vaal Domination,skill,yes,Phantasmal,Anomalous
Vaal Domination,skill,yes,Phantasmal,Divergent
Vaal Double Strike,skill,yes,Superior,Anomalous
Vaal Double Strike,skill,yes,Superior,Divergent
Vaal Double Strike,skill,yes,Anomalous,Superior
Vaal Double Strike,skill,yes,Anomalous,Divergent
Vaal Double Strike,skill,yes,Divergent,Superior
Vaal Double Strike,skill,yes,Divergent,Anomalous
Vaal Earthquake,skill,yes,Superior,Anomalous
Vaal Earthquake,skill,yes,Superior,Divergent
Vaal Earthquake,skill,yes,Superior,Phantasmal
Vaal Earthquake,skill,yes,Anomalous,Superior
Vaal Earthquake,skill,yes,Anomalous,Divergent
Vaal Earthquake,skill,yes,Anomalous,Phantasmal
Vaal Earthquake,skill,yes,Divergent,Superior
Vaal Earthquake,skill,yes,Divergent,Anomalous
Vaal Earthquake,skill,yes,Divergent,Phantasmal
Vaal Earthquake,skill,yes,Phantasmal,Superior
Vaal Earthquake,skill,yes,Phantasmal,Anomalous
Vaal Earthquake,skill,yes,Phantasmal,Divergent
Vaal Fireball,skill,yes,Superior,Anomalous
Vaal Fireball,skill,yes,Superior,Divergent
Vaal Fireball,skill,yes,Superior,Phantasmal
Vaal Fireball,skill,yes,Anomalous,Superior
Vaal Fireball,skill,yes,Anomalous,Divergent
Vaal Fireball,skill,yes,Anomalous,Phantasmal
Vaal Fireball,skill,yes,Divergent,Superior
Vaal Fireball,skill,yes,Divergent,Anomalous
Vaal Fireball,skill,yes,Divergent,Phantasmal
Vaal Fireball,skill,yes,Phantasmal,Superior
Vaal Fireball,skill,yes,Phantasmal,Anomalous
Vaal Fireball,skill,yes,Phantasmal,Divergent
Vaal Firestorm,skill,yes,Superior,Anomalous
Vaal Firestorm,skill,yes,Superior,Divergent
Vaal Firestorm,skill,yes,Anomalous,Superior
Vaal Firestorm,skill,yes,Anomalous,Divergent
Vaal Firestorm,skill,yes,Divergent,Superior
Vaal Firestorm,skill,yes,Divergent,Anomalous
Vaal Flameblast,skill,yes,Superior,Anomalous
Vaal Flameblast,skill,yes,Superior,Divergent
Vaal Flameblast,skill,yes,Superior,Phantasmal
Vaal Flameblast,skill,yes,Anomalous,Superior
Vaal Flameblast,skill,yes,Anomalous,Divergent
Vaal Flameblast,skill,yes,Anomalous,Phantasmal
Vaal Flameblast,skill,yes,Divergent,Superior
Vaal Flameblast,skill,yes,Divergent,Anomalous
Vaal Flameblast,skill,yes,Divergent,Phantasmal
Vaal Flameblast,skill,yes,Phantasmal,Superior
Vaal Flameblast,skill,yes,Phantasmal,Anomalous
Vaal Flameblast,skill,yes,Phantasmal,Divergent
Vaal Flesh Offering,skill,yes,Superior,Anomalous
Vaal Flesh Offering,skill,yes,Superior,Divergent
Vaal Flesh Offering,skill,yes,Anomalous,Superior
Vaal Flesh Offering,skill,yes,Anomalous,Divergent
Vaal Flesh Offering,skill,yes,Divergent,Superior
Vaal Flesh Offering,skill,yes,Divergent,Anomalous
Vaal Flicker Strike,skill,yes,Superior,Anomalous
Vaal Flicker Strike,skill,yes,Superior,Divergent
Vaal Flicker Strike,skill,yes,Anomalous,Superior
Vaal Flicker Strike,skill,yes,Anomalous,Divergent
Vaal Flicker Strike,skill,yes,Divergent,Superior
Vaal Flicker Strike,skill,yes,Divergent,Anomalous
Vaal Glacial Hammer,skill,yes,Superior,Anomalous
Vaal Glacial Hammer,skill,yes,Superior,Divergent
Vaal Glacial Hammer,skill,yes,Anomalous,Superior
Vaal Glacial Hammer,skill,yes,Anomalous,Divergent
Vaal Glacial Hammer,skill,yes,Divergent,Superior
Vaal Glacial Hammer,skill,yes,Divergent,Anomalous
Vaal Grace,skill,yes,Superior,Anomalous
Vaal Grace,skill,yes,Superior,Divergent
Vaal Grace,skill,yes,Anomalous,Superior
Vaal Grace,skill,yes,Anomalous,Divergent
Vaal Grace,skill,yes,Divergent,Superior
Vaal Grace,skill,yes,Divergent,Anomalous
Vaal Ground Slam,skill,yes,Superior,Anomalous
Vaal Ground Slam,skill,yes,Superior,Divergent
Vaal Ground Slam,skill,yes,Anomalous,Superior
Vaal Ground Slam,skill,yes,Anomalous,Divergent
Vaal Ground Slam,skill,yes,Divergent,Superior
Vaal Ground Slam,skill,yes,Divergent,Anomalous
Vaal Haste,skill,yes,Superior,Anomalous
Vaal Haste,skill,yes,Superior,Divergent
Vaal Haste,skill,yes,Superior,Phantasmal
Vaal Haste,skill,yes,Anomalous,Superior
Vaal Haste,skill,yes,Anomalous,Divergent
Vaal Haste,skill,yes,Anomalous,Phantasmal
Vaal Haste,skill,yes,Divergent,Superior
Vaal Haste,skill,yes,Divergent,Anomalous
Vaal Haste,skill,yes,Divergent,Phantasmal
Vaal Haste,skill,yes,Phantasmal,Superior
Vaal Haste,skill,yes,Phantasmal,Anomalous
Vaal Haste,skill,yes,Phantasmal,Divergent
Vaal Ice Nova,skill,yes,Superior,Anomalous
Vaal Ice Nova,skill,yes,Superior,Divergent
Vaal Ice Nova,skill,yes,Superior,Phantasmal
Vaal Ice Nova,skill,yes,Anomalous,Superior
Vaal Ice Nova,skill,yes,Anomalous,Divergent
Vaal Ice Nova,skill,yes,Anomalous,Phantasmal
Vaal Ice Nova,skill,yes,Divergent,Superior
Vaal Ice Nova,skill,yes,Divergent,Anomalous
Vaal Ice Nova,skill,yes,Divergent,Phantasmal
Vaal Ice Nova,skill,yes,Phantasmal,Superior
Vaal Ice Nova,skill,yes,Phantasmal,Anomalous
Vaal Ice Nova,skill,yes,Phantasmal,Divergent
Vaal Ice Shot,skill,yes,Superior,Anomalous
Vaal Ice Shot,skill,yes,Superior,Divergent
Vaal Ice Shot,skill,yes,Anomalous,Superior
Vaal Ice Shot,skill,yes,Anomalous,Divergent
Vaal Ice Shot,skill,yes,Divergent,Superior
Vaal Ice Shot,skill,yes,Divergent,Anomalous
Vaal Immortal Call,skill,yes,Superior,Anomalous
Vaal Immortal Call,skill,yes,Superior,Divergent
Vaal Immortal Call,skill,yes,Anomalous,Superior
Vaal Immortal Call,skill,yes,Anomalous,Divergent
Vaal Immortal Call,skill,yes,Divergent,Superior
Vaal Immortal Call,skill,yes,Divergent,Anomalous
Vaal Impurity of Fire,skill,yes,Superior,Anomalous
Vaal Impurity of Fire,skill,yes,Superior,Divergent
Vaal Impurity of Fire,skill,yes,Anomalous,Superior
Vaal Impurity of Fire,skill,yes,Anomalous,Divergent
Vaal Impurity of Fire,skill,yes,Divergent,Superior
Vaal Impurity of Fire,skill,yes,Divergent,Anomalous
Vaal Impurity of Ice,skill,yes,Superior,Anomalous
Vaal Impurity of Ice,skill,yes,Superior,Divergent
Vaal Impurity of Ice,skill,yes,Anomalous,Superior
Vaal Impurity of Ice,skill,yes,Anomalous,Divergent
Vaal Impurity of Ice,skill,yes,Divergent,Superior
Vaal Impurity of Ice,skill,yes,Divergent,Anomalous
Vaal Impurity of Lightning,skill,yes,Superior,Anomalous
Vaal Impurity of Lightning,skill,yes,Superior,Divergent
Vaal Impurity of Lightning,skill,yes,Anomalous,Superior
Vaal Impurity of Lightning,skill,yes,Anomalous,Divergent
Vaal Impurity of Lightning,skill,yes,Divergent,Superior
Vaal Impurity of Lightning,skill,yes,Divergent,Anomalous
Vaal Lightning Arrow,skill,yes,Superior,Anomalous
Vaal Lightning Arrow,skill,yes,Superior,Divergent
Vaal Lightning Arrow,skill,yes,Superior,Phantasmal
Vaal Lightning Arrow,skill,yes,Anomalous,Superior
Vaal Lightning Arrow,skill,yes,Anomalous,Divergent
Vaal Lightning Arrow,skill,yes,Anomalous,Phantasmal
Vaal Lightning Arrow,skill,yes,Divergent,Superior
Vaal Lightning Arrow,skill,yes,Divergent,Anomalous
Vaal Lightning Arrow,skill,yes,Divergent,Phantasmal
Vaal Lightning Arrow,skill,yes,Phantasmal,Superior
Vaal Lightning Arrow,skill,yes,Phantasmal,Anomalous
Vaal Lightning Arrow,skill,yes,Phantasmal,Divergent
Vaal Lightning Strike,skill,yes,Superior,Anomalous
Vaal Lightning Strike,skill,yes,Superior,Divergent
Vaal Lightning Strike,skill,yes,Superior,Phantasmal
Vaal Lightning Strike,skill,yes,Anomalous,Superior
Vaal Lightning Strike,skill,yes,Anomalous,Divergent
Vaal Lightning Strike,skill,yes,Anomalous,Phantasmal
Vaal Lightning Strike,skill,yes,Divergent,Superior
Vaal Lightning Strike,skill,yes,Divergent,Anomalous
Vaal Lightning Strike,skill,yes,Divergent,Phantasmal
Vaal Lightning Strike,skill,yes,Phantasmal,Superior
Vaal Lightning Strike,skill,yes,Phantasmal,Anomalous
Vaal Lightning Strike,skill,yes,Phantasmal,Divergent
Vaal Lightning Trap,skill,yes,Superior,Anomalous
Vaal Lightning Trap,skill,yes,Superior,Divergent
Vaal Lightning Trap,skill,yes,Anomalous,Superior
Vaal Lightning Trap,skill,yes,Anomalous,Divergent
Vaal Lightning Trap,skill,yes,Divergent,Superior
Vaal Lightning Trap,skill,yes,Divergent,Anomalous
Vaal Lightning Warp,skill,yes,Superior,Anomalous
Vaal Lightning Warp,skill,yes,Superior,Divergent
Vaal Lightning Warp,skill,yes,Superior,Phantasmal
Vaal Lightning Warp,skill,yes,Anomalous,Superior
Vaal Lightning Warp,skill,yes,Anomalous,Divergent
Vaal Lightning Warp,skill,yes,Anomalous,Phantasmal
Vaal Lightning Warp,skill,yes,Divergent,Superior
Vaal Lightning Warp,skill,yes,Divergent,Anomalous
Vaal Lightning Warp,skill,yes,Divergent,Phantasmal
Vaal Lightning Warp,skill,yes,Phantasmal,Superior
Vaal Lightning Warp,skill,yes,Phantasmal,Anomalous
Vaal Lightning Warp,skill,yes,Phantasmal,Divergent
Vaal Molten Shell,skill,yes,Superior,Anomalous
Vaal Molten Shell,skill,yes,Superior,Divergent
Vaal Molten Shell,skill,yes,Anomalous,Superior
Vaal Molten Shell,skill,yes,Anomalous,Divergent
Vaal Molten Shell,skill,yes,Divergent,Superior
Vaal Molten Shell,skill,yes,Divergent,Anomalous
Vaal Molten Strike,skill,yes,Superior,Anomalous
Vaal Molten Strike,skill,yes,Superior,Divergent
Vaal Molten Strike,skill,yes,Superior,Phantasmal
Vaal Molten Strike,skill,yes,Anomalous,Superior
Vaal Molten Strike,skill,yes,Anomalous,Divergent
Vaal Molten Strike,skill,yes,Anomalous,Phantasmal
Vaal Molten Strike,skill,yes,Divergent,Superior
Vaal Molten Strike,skill,yes,Divergent,Anomalous
Vaal Molten Strike,skill,yes,Divergent,Phantasmal
Vaal Molten Strike,skill,yes,Phantasmal,Superior
Vaal Molten Strike,skill,yes,Phantasmal,Anomalous
Vaal Molten Strike,skill,yes,Phantasmal,Divergent
Vaal Power Siphon,skill,yes,Superior,Anomalous
Vaal Power Siphon,skill,yes,Superior,Divergent
Vaal Power Siphon,skill,yes,Anomalous,Superior
Vaal Power Siphon,skill,yes,Anomalous,Divergent
Vaal Power Siphon,skill,yes,Divergent,Superior
Vaal Power Siphon,skill,yes,Divergent,Anomalous
Vaal Rain of Arrows,skill,yes,Superior,Anomalous
Vaal Rain of Arrows,skill,yes,Superior,Divergent
Vaal Rain of Arrows,skill,yes,Superior,Phantasmal
Vaal Rain of Arrows,skill,yes,Anomalous,Superior
Vaal Rain of Arrows,skill,yes,Anomalous,Divergent
Vaal Rain of Arrows,skill,yes,Anomalous,Phantasmal
Vaal Rain of Arrows,skill,yes,Divergent,Superior
Vaal Rain of Arrows,skill,yes,Divergent,Anomalous
Vaal Rain of Arrows,skill,yes,Divergent,Phantasmal
Vaal Rain of Arrows,skill,yes,Phantasmal,Superior
Vaal Rain of Arrows,skill,yes,Phantasmal,Anomalous
Vaal Rain of Arrows,skill,yes,Phantasmal,Divergent
Vaal Reap,skill,yes,Superior,Anomalous
Vaal Reap,skill,yes,Superior,Divergent
Vaal Reap,skill,yes,Anomalous,Superior
Vaal Reap,skill,yes,Anomalous,Divergent
Vaal Reap,skill,yes,Divergent,Superior
Vaal Reap,skill,yes,Divergent,Anomalous
Vaal Reave,skill,yes,Superior,Anomalous
Vaal Reave,skill,yes,Superior,Divergent
Vaal Reave,skill,yes,Superior,Phantasmal
Vaal Reave,skill,yes,Anomalous,Superior
Vaal Reave,skill,yes,Anomalous,Divergent
Vaal Reave,skill,yes,Anomalous,Phantasmal
Vaal Reave,skill,yes,Divergent,Superior
Vaal Reave,skill,yes,Divergent,Anomalous
Vaal Reave,skill,yes,Divergent,Phantasmal
Vaal Reave,skill,yes,Phantasmal,Superior
Vaal Reave,skill,yes,Phantasmal,Anomalous
Vaal Reave,skill,yes,Phantasmal,Divergent
Vaal Rejuvenation Totem,skill,yes,Superior,Anomalous
Vaal Rejuvenation Totem,skill,yes,Superior,Divergent
Vaal Rejuvenation Totem,skill,yes,Anomalous,Superior
Vaal Rejuvenation Totem,skill,yes,Anomalous,Divergent
Vaal Rejuvenation Totem,skill,yes,Divergent,Superior
Vaal Rejuvenation Totem,skill,yes,Divergent,Anomalous
Vaal Righteous Fire,skill,yes,Superior,Anomalous
Vaal Righteous Fire,skill,yes,Superior,Divergent
Vaal Righteous Fire,skill,yes,Anomalous,Superior
Vaal Righteous Fire,skill,yes,Anomalous,Divergent
Vaal Righteous Fire,skill,yes,Divergent,Superior
Vaal Righteous Fire,skill,yes,Divergent,Anomalous
Vaal Smite,skill,yes,Superior,Anomalous
Vaal Smite,skill,yes,Superior,Divergent
Vaal Smite,skill,yes,Superior,Phantasmal
Vaal Smite,skill,yes,Anomalous,Superior
Vaal Smite,skill,yes,Anomalous,Divergent
Vaal Smite,skill,yes,Anomalous,Phantasmal
Vaal Smite,skill,yes,Divergent,Superior
Vaal Smite,skill,yes,Divergent,Anomalous
Vaal Smite,skill,yes,Divergent,Phantasmal
Vaal Smite,skill,yes,Phantasmal,Superior
Vaal Smite,skill,yes,Phantasmal,Anomalous
Vaal Smite,skill,yes,Phantasmal,Divergent
Vaal Spark,skill,yes,Superior,Anomalous
Vaal Spark,skill,yes,Superior,Divergent
Vaal Spark,skill,yes,Superior,Phantasmal
Vaal Spark,skill,yes,Anomalous,Superior
Vaal Spark,skill,yes,Anomalous,Divergent
Vaal Spark,skill,yes,Anomalous,Phantasmal
Vaal Spark,skill,yes,Divergent,Superior
Vaal Spark,skill,yes,Divergent,Anomalous
Vaal Spark,skill,yes,Divergent,Phantasmal
Vaal Spark,skill,yes,Phantasmal,Superior
Vaal Spark,skill,yes,Phantasmal,Anomalous
Vaal Spark,skill,yes,Phantasmal,Divergent
Vaal Spectral Throw,skill,yes,Superior,Anomalous
Vaal Spectral Throw,skill,yes,Superior,Divergent
Vaal Spectral Throw,skill,yes,Anomalous,Superior
Vaal Spectral Throw,skill,yes,Anomalous,Divergent
Vaal Spectral Throw,skill,yes,Divergent,Superior
Vaal Spectral Throw,skill,yes,Divergent,Anomalous
Vaal Split Arrow,skill,yes,Superior,Anomalous
Vaal Split Arrow,skill,yes,Superior,Divergent
Vaal Split Arrow,skill,yes,Anomalous,Superior
Vaal Split Arrow,skill,yes,Anomalous,Divergent
Vaal Split Arrow,skill,yes,Divergent,Superior
Vaal Split Arrow,skill,yes,Divergent,Anomalous
Vaal Storm Call,skill,yes,Superior,Anomalous
Vaal Storm Call,skill,yes,Superior,Divergent
Vaal Storm Call,skill,yes,Superior,Phantasmal
Vaal Storm Call,skill,yes,Anomalous,Superior
Vaal Storm Call,skill,yes,Anomalous,Divergent
Vaal Storm Call,skill,yes,Anomalous,Phantasmal
Vaal Storm Call,skill,yes,Divergent,Superior
Vaal Storm Call,skill,yes,Divergent,Anomalous
Vaal Storm Call,skill,yes,Divergent,Phantasmal
Vaal Storm Call,skill,yes,Phantasmal,Superior
Vaal Storm Call,skill,yes,Phantasmal,Anomalous
Vaal Storm Call,skill,yes,Phantasmal,Divergent
Vaal Summon Skeletons,skill,yes,Superior,Anomalous
Vaal Summon Skeletons,skill,yes,Superior,Divergent
Vaal Summon Skeletons,skill,yes,Superior,Phantasmal
Vaal Summon Skeletons,skill,yes,Anomalous,Superior
Vaal Summon Skeletons,skill,yes,Anomalous,Divergent
Vaal Summon Skeletons,skill,yes,Anomalous,Phantasmal
Vaal Summon Skeletons,skill,yes,Divergent,Superior
Vaal Summon Skeletons,skill,yes,Divergent,Anomalous
Vaal Summon Skeletons,skill,yes,Divergent,Phantasmal
Vaal Summon Skeletons,skill,yes,Phantasmal,Superior
Vaal Summon Skeletons,skill,yes,Phantasmal,Anomalous
Vaal Summon Skeletons,skill,yes,Phantasmal,Divergent
Vaal Venom Gyre,skill,yes,Superior,Anomalous
Vaal Venom Gyre,skill,yes,Superior,Divergent
Vaal Venom Gyre,skill,yes,Anomalous,Superior
Vaal Venom Gyre,skill,yes,Anomalous,Divergent
Vaal Venom Gyre,skill,yes,Divergent,Superior
Vaal Venom Gyre,skill,yes,Divergent,Anomalous
Vaal Volcanic Fissure,skill,yes,Superior,Anomalous
Vaal Volcanic Fissure,skill,yes,Anomalous,Superior
Vampiric Link,skill,no,Superior,Anomalous
Vampiric Link,skill,no,Superior,Divergent
Vampiric Link,skill,no,Anomalous,Superior
Vampiric Link,skill,no,Anomalous,Divergent
Vampiric Link,skill,no,Divergent,Superior
Vampiric Link,skill,no,Divergent,Anomalous
Vengeance,skill,no,Superior,Anomalous
Vengeance,skill,no,Superior,Divergent
Vengeance,skill,no,Superior,Phantasmal
Vengeance,skill,no,Anomalous,Superior
Vengeance,skill,no,Anomalous,Divergent
Vengeance,skill,no,Anomalous,Phantasmal
Vengeance,skill,no,Divergent,Superior
Vengeance,skill,no,Divergent,Anomalous
Vengeance,skill,no,Divergent,Phantasmal
Vengeance,skill,no,Phantasmal,Superior
Vengeance,skill,no,Phantasmal,Anomalous
Vengeance,skill,no,Phantasmal,Divergent
Venom Gyre,skill,no,Superior,Anomalous
Venom Gyre,skill,no,Superior,Divergent
Venom Gyre,skill,no,Anomalous,Superior
Venom Gyre,skill,no,Anomalous,Divergent
Venom Gyre,skill,no,Divergent,Superior
Venom Gyre,skill,no,Divergent,Anomalous
Vicious Projectiles Support,support,no,Superior,Anomalous
Vicious Projectiles Support,support,no,Superior,Divergent
Vicious Projectiles Support,support,no,Anomalous,Superior
Vicious Projectiles Support,support,no,Anomalous,Divergent
Vicious Projectiles Support,support,no,Divergent,Superior
Vicious Projectiles Support,support,no,Divergent,Anomalous
Vigilant Strike,skill,no,Superior,Anomalous
Vigilant Strike,skill,no,Superior,Divergent
Vigilant Strike,skill,no,Superior,Phantasmal
Vigilant Strike,skill,no,Anomalous,Superior
Vigilant Strike,skill,no,Anomalous,Divergent
Vigilant Strike,skill,no,Anomalous,Phantasmal
Vigilant Strike,skill,no,Divergent,Superior
Vigilant Strike,skill,no,Divergent,Anomalous
Vigilant Strike,skill,no,Divergent,Phantasmal
Vigilant Strike,skill,no,Phantasmal,Superior
Vigilant Strike,skill,no,Phantasmal,Anomalous
Vigilant Strike,skill,no,Phantasmal,Divergent
Vile Toxins Support,support,no,Superior,Anomalous
Vile Toxins Support,support,no,Superior,Divergent
Vile Toxins Support,support,no,Anomalous,Superior
Vile Toxins Support,support,no,Anomalous,Divergent
Vile Toxins Support,support,no,Divergent,Superior
Vile Toxins Support,support,no,Divergent,Anomalous
Viper Strike,skill,no,Superior,Anomalous
Viper Strike,skill,no,Superior,Divergent
Viper Strike,skill,no,Superior,Phantasmal
Viper Strike,skill,no,Anomalous,Superior
Viper Strike,skill,no,Anomalous,Divergent
Viper Strike,skill,no,Anomalous,Phantasmal
Viper Strike,skill,no,Divergent,Superior
Viper Strike,skill,no,Divergent,Anomalous
Viper Strike,skill,no,Divergent,Phantasmal
Viper Strike,skill,no,Phantasmal,Superior
Viper Strike,skill,no,Phantasmal,Anomalous
Viper Strike,skill,no,Phantasmal,Divergent
Vitality,skill,no,Superior,Anomalous
Vitality,skill,no,Superior,Divergent
Vitality,skill,no,Anomalous,Superior
Vitality,skill,no,Anomalous,Divergent
Vitality,skill,no,Divergent,Superior
Vitality,skill,no,Divergent,Anomalous
Void Manipulation Support,support,no,Superior,Anomalous
Void Manipulation Support,support,no,Superior,Divergent
Void Manipulation Support,support,no,Anomalous,Superior
Void Manipulation Support,support,no,Anomalous,Divergent
Void Manipulation Support,support,no,Divergent,Superior
Void Manipulation Support,support,no,Divergent,Anomalous
Void Sphere,skill,no,Superior,Anomalous
Void Sphere,skill,no,Superior,Divergent
Void Sphere,skill,no,Superior,Phantasmal
Void Sphere,skill,no,Anomalous,Superior
Void Sphere,skill,no,Anomalous,Divergent
Void Sphere,skill,no,Anomalous,Phantasmal
Void Sphere,skill,no,Divergent,Superior
Void Sphere,skill,no,Divergent,Anomalous
Void Sphere,skill,no,Divergent,Phantasmal
Void Sphere,skill,no,Phantasmal,Superior
Void Sphere,skill,no,Phantasmal,Anomalous
Void Sphere,skill,no,Phantasmal,Divergent
Volatile Dead,skill,no,Superior,Anomalous
Volatile Dead,skill,no,Superior,Divergent
Volatile Dead,skill,no,Anomalous,Superior
Volatile Dead,skill,no,Anomalous,Divergent
Volatile Dead,skill,no,Divergent,Superior
Volatile Dead,skill,no,Divergent,Anomalous
Volcanic Fissure,skill,no,Superior,Anomalous
Volcanic Fissure,skill,no,Anomalous,Superior
Volley Support,support,no,Superior,Anomalous
Volley Support,support,no,Superior,Divergent
Volley Support,support,no,Anomalous,Superior
Volley Support,support,no,Anomalous,Divergent
Volley Support,support,no,Divergent,Superior
Volley Support,support,no,Divergent,Anomalous
Voltaxic Burst,skill,no,Superior,Anomalous
Voltaxic Burst,skill,no,Superior,Divergent
Voltaxic Burst,skill,no,Anomalous,Superior
Voltaxic Burst,skill,no,Anomalous,Divergent
Voltaxic Burst,skill,no,Divergent,Superior
Voltaxic Burst,skill,no,Divergent,Anomalous
Vortex,skill,no,Superior,Anomalous
Vortex,skill,no,Superior,Divergent
Vortex,skill,no,Superior,Phantasmal
Vortex,skill,no,Anomalous,Superior
Vortex,skill,no,Anomalous,Divergent
Vortex,skill,no,Anomalous,Phantasmal
Vortex,skill,no,Divergent,Superior
Vortex,skill,no,Divergent,Anomalous
Vortex,skill,no,Divergent,Phantasmal
Vortex,skill,no,Phantasmal,Superior
Vortex,skill,no,Phantasmal,Anomalous
Vortex,skill,no,Phantasmal,Divergent
Vulnerability,skill,no,Superior,Anomalous
Vulnerability,skill,no,Superior,Divergent
Vulnerability,skill,no,Anomalous,Superior
Vulnerability,skill,no,Anomalous,Divergent
Vulnerability,skill,no,Divergent,Superior
Vulnerability,skill,no,Divergent,Anomalous
War Banner,skill,no,Superior,Anomalous
War Banner,skill,no,Superior,Divergent
War Banner,skill,no,Anomalous,Superior
War Banner,skill,no,Anomalous,Divergent
War Banner,skill,no,Divergent,Superior
War Banner,skill,no,Divergent,Anomalous
Warlord's Mark,skill,no,Superior,Anomalous
Warlord's Mark,skill,no,Superior,Divergent
Warlord's Mark,skill,no,Anomalous,Superior
Warlord's Mark,skill,no,Anomalous,Divergent
Warlord's Mark,skill,no,Divergent,Superior
Warlord's Mark,skill,no,Divergent,Anomalous
Wave of Conviction,skill,no,Superior,Anomalous
Wave of Conviction,skill,no,Superior,Divergent
Wave of Conviction,skill,no,Superior,Phantasmal
Wave of Conviction,skill,no,Anomalous,Superior
Wave of Conviction,skill,no,Anomalous,Divergent
Wave of Conviction,skill,no,Anomalous,Phantasmal
Wave of Conviction,skill,no,Divergent,Superior
Wave of Conviction,skill,no,Divergent,Anomalous
Wave of Conviction,skill,no,Divergent,Phantasmal
Wave of Conviction,skill,no,Phantasmal,Superior
Wave of Conviction,skill,no,Phantasmal,Anomalous
Wave of Conviction,skill,no,Phantasmal,Divergent
Whirling Blades,skill,no,Superior,Anomalous
Whirling Blades,skill,no,Superior,Divergent
Whirling Blades,skill,no,Anomalous,Superior
Whirling Blades,skill,no,Anomalous,Divergent
Whirling Blades,skill,no,Divergent,Superior
Whirling Blades,skill,no,Divergent,Anomalous
Wild Strike,skill,no,Superior,Anomalous
Wild Strike,skill,no,Superior,Divergent
Wild Strike,skill,no,Superior,Phantasmal
Wild Strike,skill,no,Anomalous,Superior
Wild Strike,skill,no,Anomalous,Divergent
Wild Strike,skill,no,Anomalous,Phantasmal
Wild Strike,skill,no,Divergent,Superior
Wild Strike,skill,no,Divergent,Anomalous
Wild Strike,skill,no,Divergent,Phantasmal
Wild Strike,skill,no,Phantasmal,Superior
Wild Strike,skill,no,Phantasmal,Anomalous
Wild Strike,skill,no,Phantasmal,Divergent
Winter Orb,skill,no,Superior,Anomalous
Winter Orb,skill,no,Superior,Divergent
Winter Orb,skill,no,Superior,Phantasmal
Winter Orb,skill,no,Anomalous,Superior
Winter Orb,skill,no,Anomalous,Divergent
Winter Orb,skill,no,Anomalous,Phantasmal
Winter Orb,skill,no,Divergent,Superior
Winter Orb,skill,no,Divergent,Anomalous
Winter Orb,skill,no,Divergent,Phantasmal
Winter Orb,skill,no,Phantasmal,Superior
Winter Orb,skill,no,Phantasmal,Anomalous
Winter Orb,skill,no,Phantasmal,Divergent
Wintertide Brand,skill,no,Superior,Anomalous
Wintertide Brand,skill,no,Superior,Divergent
Wintertide Brand,skill,no,Anomalous,Superior
Wintertide Brand,skill,no,Anomalous,Divergent
Wintertide Brand,skill,no,Divergent,Superior
Wintertide Brand,skill,no,Divergent,Anomalous
Wither,skill,no,Superior,Anomalous
Wither,skill,no,Superior,Divergent
Wither,skill,no,Anomalous,Superior
Wither,skill,no,Anomalous,Divergent
